ysym,code,name,date,close,K,D,k_d_spread,vol_ratio,ma20,trend_strength,cross_day,market_cap,rank_k,rank_v,a,b,score,streak_days
2344.TW,2344,華邦電,2025-09-05,22.549999237060547,88.94873893707539,83.23079686035969,5.717942076715701,3.6813351497725777,19.11500005722046,0.1797017614207413,2025-09-03,101474992128.0,35.0,14.0,1.2999999999999998,1.72,0.40181313853677747,1
3059.TW,3059,華晶科,2025-09-05,59.099998474121094,88.41191418894334,77.33216508142942,11.07974910751392,1.9965086315525262,49.48499984741211,0.19430127627274937,2025-09-03,18063736832.0,25.0,32.0,1.5,1.3599999999999999,0.39637460359640875,1
3016.TW,3016,嘉晶,2025-09-05,41.5,87.3304722375101,65.35356936592571,21.976902871584386,4.6151956069057,37.27000007629395,0.11349610719203078,2025-09-03,11974493184.0,3.0,11.0,1.94,1.78,0.3919247573555207,1
2408.TW,2408,南亞科,2025-09-05,53.0,61.43174000033475,41.077179675132335,20.354560325202414,3.092723280211168,46.84499988555908,0.13139075951494067,2025-09-04,164227383296.0,7.0,21.0,1.8599999999999999,1.58,0.38613116406250764,1
6727.TWO,6727,亞泰金屬,2025-09-05,220.5,77.69613828437357,74.13091038354814,3.565227900825434,2.2579101349027857,179.25,0.2301255230125523,2025-09-05,5927922176.0,42.0,30.0,1.1600000000000001,1.4,0.37372384937238495,1
2436.TW,2436,偉詮電,2025-09-05,55.20000076293945,85.65709774863713,77.95777596587806,7.699321782759071,5.209784857635468,48.35500011444092,0.14155724604071124,2025-09-03,9658841088.0,31.0,8.0,1.38,1.84,0.359442159146574,1
6143.TWO,6143,振曜,2025-09-05,149.0,94.12614347616757,91.06474794486353,3.0613955313040435,2.515097001713347,120.625,0.23523316062176167,2025-09-03,12822775808.0,49.0,26.0,1.02,1.48,0.3551079792746114,1
6672.TW,6672,騰輝電子-KY,2025-09-05,117.5,81.02749325812339,75.2041295502031,5.823363707920279,2.4346734274521116,99.57000045776367,0.18007431414888875,2025-09-04,8393612288.0,34.0,28.0,1.3199999999999998,1.44,0.34228525633420764,1
3211.TWO,3211,順達,2025-09-05,402.5,70.21276595744682,59.03554113074489,11.17722482670193,1.351866119776978,329.95,0.21988180027276866,2025-09-05,61415866368.0,24.0,49.0,1.52,1.02,0.34090474314290053,1
3653.TW,3653,健策,2025-09-05,2410.0,94.31891665715698,92.82674490923075,1.4921717479262213,1.3527214453955934,1828.25,0.31820046492547516,2025-09-04,344442011648.0,51.0,48.0,0.98,1.04,0.32430991385204433,1
3264.TWO,3264,欣銓,2025-09-05,80.69999694824219,82.08719959887127,65.76046310075832,16.32673649811295,6.41268451566396,73.39000015258789,0.0996048069281348,2025-09-04,38245343232.0,15.0,6.0,1.7,1.88,0.3183369629423188,1
2476.TW,2476,鉅祥,2025-09-05,110.5,81.59360173049576,76.5998936282039,4.993708102291862,2.594331972080733,94.61499977111816,0.16789092921110838,2025-09-04,23304007680.0,38.0,24.0,1.24,1.52,0.31644082337709706,1
3006.TW,3006,晶豪科,2025-09-05,63.29999923706055,74.57057009325906,68.22339285063812,6.347177242620944,4.520921094307608,55.91999988555908,0.13197423760022747,2025-09-05,17260769280.0,33.0,12.0,1.3399999999999999,1.76,0.3112480419563764,1
6789.TW,6789,采鈺,2025-09-05,298.0,81.05463544641157,80.52197367425156,0.5326617721600115,3.2805302934252176,253.9,0.17369042930287512,2025-09-05,94909718528.0,55.0,17.0,0.8999999999999999,1.66,0.2594935013784954,1
8358.TWO,8358,金居,2025-09-05,227.5,67.83533637242714,65.41026327301194,2.4250730994152008,1.4154299539508945,185.375,0.227242076871207,2025-09-05,57425096704.0,50.0,46.0,1.0,1.08,0.2454214430209036,1
3260.TWO,3260,威剛,2025-09-05,110.0,79.50494098321958,67.45040967690126,12.054531306318324,2.303800821033728,99.43000068664551,0.10630593624016889,2025-09-04,34983739392.0,22.0,29.0,1.56,1.42,0.23548890995922211,1
4749.TWO,4749,新應材,2025-09-05,878.0,82.46380987208327,79.34987337110387,3.113936500979406,1.4834820136514888,734.3,0.1956965817785647,2025-09-05,81419575296.0,48.0,43.0,1.04,1.1400000000000001,0.23201786735666635,1
6223.TWO,6223,旺矽,2025-09-05,1520.0,79.45127504553734,76.12977426435914,3.3215007811782016,1.4531270449538614,1283.25,0.18449249951295538,2025-09-05,143109685248.0,45.0,44.0,1.1,1.12,0.22729475939996105,1
